week,weekorder,date,ReportingLaboratory,test_sarscov2,pos_sarscov2,test_flu,pos_flu,pos_flua_h1,pos_flua_h3,pos_flua_uns,pos_flua,pos_flub,test_rsv,pos_rsv,test_hpiv,pos_hpiv_1,pos_hpiv_2,pos_hpiv_3,pos_hpiv_4,pos_hpiv_other,test_adv,pos_adv,test_hmpv,pos_hmpv,test_evrv,pos_evrv,test_hcov,pos_hcov
35,1,2025-08-30,Newfoundland and Labrador,229,23,210,1,0,0,0,0,1,210,1,210,0,2,5,4,0,210,2,210,2,210,23,210,0
35,1,2025-08-30,Prince Edward Island,33,5,7,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,0,3,0,3,1,3,0
35,1,2025-08-30,Nova Scotia,587,61,592,2,0,0,1,1,1,592,0,23,0,0,0,0,0,23,1,23,0,23,3,23,0
35,1,2025-08-30,New Brunswick,472,18,330,1,0,0,1,1,0,321,0,70,0,0,0,0,0,70,2,70,3,70,9,70,0
35,1,2025-08-30,Atlantic,1321,107,1139,4,0,0,2,2,2,1130,1,306,0,2,5,4,0,306,5,306,5,306,36,306,0
35,1,2025-08-30,Quebec,5781,466,4108,18,0,0,13,13,5,3662,12,834,7,1,7,1,0,845,15,834,1,929,110,834,1
35,1,2025-08-30,Ontario,6480,394,5716,23,8,3,10,21,2,5798,6,3456,0,0,0,0,89,3148,24,3409,18,3522,278,2950,5
35,1,2025-08-30,Manitoba,608,35,635,2,0,0,2,2,0,635,0,36,1,0,0,0,0,36,0,36,0,36,3,36,0
35,1,2025-08-30,Saskatchewan,604,37,560,2,0,0,2,2,0,535,0,230,0,0,4,1,0,230,2,230,0,230,35,230,0
35,1,2025-08-30,Alberta,3402,190,1359,13,9,4,0,13,0,1338,4,1338,8,4,8,5,0,1338,6,1338,2,1338,171,1338,3
35,1,2025-08-30,Prairies,4614,262,2554,17,9,4,4,17,0,2508,4,1604,9,4,12,6,0,1604,8,1604,2,1604,209,1604,3
35,1,2025-08-30,British Columbia,2165,225,2392,29,21,3,1,29,0,2392,14,665,4,1,8,4,1,686,10,665,6,688,99,656,1
35,1,2025-08-30,Yukon,30,0,18,2,2,0,0,2,0,18,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35,1,2025-08-30,Northwest Territories,29,2,29,0,0,0,0,0,0,29,0,N/A,N/A,N/A,N/A,N/A,N/A,29,0,29,0,29,11,N/A,N/A
35,1,2025-08-30,Nunavut,91,2,91,1,1,0,0,1,0,91,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35,1,2025-08-30,Territories,150,4,138,3,3,0,0,3,0,138,0,N/A,N/A,N/A,N/A,N/A,N/A,29,0,29,0,29,11,N/A,N/A
35,1,2025-08-30,Canada,20511,1458,16047,94,41,10,30,85,9,15628,37,6865,20,8,32,15,90,6618,62,6847,32,7078,743,6350,10
36,2,2025-09-06,Newfoundland and Labrador,247,37,208,0,0,0,0,0,0,208,1,208,0,0,8,4,0,208,3,208,2,208,22,208,0
36,2,2025-09-06,Prince Edward Island,19,2,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,3,0,3,3,3,0
36,2,2025-09-06,Nova Scotia,568,52,583,1,0,0,1,1,0,583,1,31,0,0,0,0,0,31,0,31,0,31,5,31,0
36,2,2025-09-06,New Brunswick,511,29,355,1,0,1,0,1,0,350,0,80,0,1,0,3,0,80,2,80,0,80,14,80,1
36,2,2025-09-06,Atlantic,1345,120,1151,2,0,1,1,2,0,1146,2,322,0,1,8,7,0,322,5,322,2,322,44,322,1
36,2,2025-09-06,Quebec,6280,609,4340,13,0,0,10,10,3,3818,10,873,7,1,2,3,0,890,20,873,3,957,144,873,1
36,2,2025-09-06,Ontario,6994,611,6201,30,7,10,13,30,0,6257,8,3743,0,0,0,0,79,3443,13,3731,18,3837,361,3232,9
36,2,2025-09-06,Manitoba,671,35,645,0,0,0,0,0,0,645,0,54,0,0,0,0,0,54,2,54,0,54,14,54,0
36,2,2025-09-06,Saskatchewan,682,34,635,5,0,3,1,4,1,609,2,281,0,1,1,0,0,281,3,281,0,281,36,281,0
36,2,2025-09-06,Alberta,3200,185,1303,13,6,6,1,13,0,1266,3,1266,5,2,11,6,0,1266,4,1266,4,1266,166,1266,6
36,2,2025-09-06,Prairies,4553,254,2583,18,6,9,2,17,1,2520,5,1601,5,3,12,6,0,1601,9,1601,4,1601,216,1601,6
36,2,2025-09-06,British Columbia,2242,264,2531,37,21,3,1,36,1,2531,14,688,4,2,6,2,0,703,6,688,7,723,75,680,2
36,2,2025-09-06,Yukon,32,2,19,0,0,0,0,0,0,19,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36,2,2025-09-06,Northwest Territories,33,2,33,1,1,0,0,1,0,33,0,N/A,N/A,N/A,N/A,N/A,N/A,33,1,33,0,33,13,N/A,N/A
36,2,2025-09-06,Nunavut,70,1,70,0,0,0,0,0,0,70,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36,2,2025-09-06,Territories,135,5,122,1,1,0,0,1,0,122,0,N/A,N/A,N/A,N/A,N/A,N/A,33,1,33,0,33,13,N/A,N/A
36,2,2025-09-06,Canada,21549,1863,16928,101,35,23,27,96,5,16394,39,7227,16,7,28,18,79,6992,54,7248,34,7473,853,6708,19
37,3,2025-09-13,Newfoundland and Labrador,278,31,241,1,0,0,1,1,0,241,2,241,0,2,7,7,0,241,3,241,1,241,28,241,0
37,3,2025-09-13,Prince Edward Island,42,5,19,0,0,0,0,0,0,19,0,6,0,0,0,0,0,6,0,6,0,6,1,6,0
37,3,2025-09-13,Nova Scotia,676,59,683,2,0,0,2,2,0,683,2,18,0,0,0,0,0,18,0,18,0,18,3,18,0
37,3,2025-09-13,New Brunswick,535,25,369,1,0,0,1,1,0,370,0,86,0,0,0,0,0,86,1,86,1,86,24,86,0
37,3,2025-09-13,Atlantic,1531,120,1312,4,0,0,4,4,0,1313,4,351,0,2,7,7,0,351,4,351,2,351,56,351,0
37,3,2025-09-13,Quebec,6783,736,4805,8,0,0,6,6,2,4190,13,888,5,5,3,2,0,900,17,889,1,984,164,887,7
37,3,2025-09-13,Ontario,7616,712,6839,32,5,4,20,29,3,6913,9,4192,0,0,0,0,92,3895,12,4131,32,4262,540,3645,9
37,3,2025-09-13,Manitoba,869,106,787,1,0,0,0,0,1,787,0,83,0,0,0,0,0,83,0,83,0,83,23,83,0
37,3,2025-09-13,Saskatchewan,841,77,791,4,1,0,1,2,2,739,3,349,2,1,5,0,0,349,2,349,1,349,74,349,1
37,3,2025-09-13,Alberta,3581,209,1495,17,11,3,3,17,0,1447,4,1447,5,4,13,8,0,1447,6,1447,4,1447,247,1447,1
37,3,2025-09-13,Prairies,5291,392,3073,22,12,3,4,19,3,2973,7,1879,7,5,18,8,0,1879,8,1879,5,1879,344,1879,2
37,3,2025-09-13,British Columbia,2382,277,2689,37,20,5,1,37,0,2689,14,735,9,2,3,3,0,761,3,735,5,751,104,723,2
37,3,2025-09-13,Yukon,37,4,34,0,0,0,0,0,0,34,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37,3,2025-09-13,Northwest Territories,40,3,40,1,1,0,0,1,0,40,0,N/A,N/A,N/A,N/A,N/A,N/A,40,0,40,0,40,17,N/A,N/A
37,3,2025-09-13,Nunavut,96,3,96,0,0,0,0,0,0,96,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37,3,2025-09-13,Territories,173,10,170,1,1,0,0,1,0,170,0,N/A,N/A,N/A,N/A,N/A,N/A,40,0,40,0,40,17,N/A,N/A
37,3,2025-09-13,Canada,23776,2247,18888,104,38,12,35,96,8,18248,47,8045,21,14,31,20,92,7826,44,8025,45,8267,1225,7485,20
38,4,2025-09-20,Newfoundland and Labrador,289,36,241,0,0,0,0,0,0,241,5,241,0,1,1,4,0,241,2,241,1,241,36,241,0
38,4,2025-09-20,Prince Edward Island,33,4,11,0,0,0,0,0,0,11,0,5,0,0,0,0,0,5,0,5,0,5,3,5,0
38,4,2025-09-20,Nova Scotia,766,97,775,1,0,0,1,1,0,775,1,21,0,0,0,0,0,21,0,21,0,21,2,21,0
38,4,2025-09-20,New Brunswick,604,27,425,0,0,0,0,0,0,425,0,93,0,0,0,0,0,93,2,93,1,93,31,93,0
38,4,2025-09-20,Atlantic,1692,164,1452,1,0,0,1,1,0,1452,6,360,0,1,1,4,0,360,4,360,2,360,72,360,0
38,4,2025-09-20,Quebec,8259,1057,5594,19,0,0,16,16,3,4855,9,1029,6,1,5,0,0,1049,32,1029,2,1136,223,1023,3
38,4,2025-09-20,Ontario,8531,828,7539,39,11,14,12,37,2,7658,19,4510,0,0,0,0,112,4181,11,4419,16,4596,813,3903,13
38,4,2025-09-20,Manitoba,945,96,869,0,0,0,0,0,0,869,0,78,1,1,1,0,0,78,4,78,0,78,22,78,0
38,4,2025-09-20,Saskatchewan,935,75,895,11,2,1,6,9,2,849,1,389,2,0,3,0,0,389,3,389,0,389,79,389,0
38,4,2025-09-20,Alberta,3726,249,1577,10,4,5,1,10,0,1531,3,1531,7,1,4,3,0,1531,5,1531,3,1531,344,1531,1
38,4,2025-09-20,Prairies,5606,420,3341,21,6,6,7,19,2,3249,4,1998,10,2,8,3,0,1998,12,1998,3,1998,445,1998,1
38,4,2025-09-20,British Columbia,2722,294,3086,31,21,4,1,31,0,3086,16,883,2,2,4,2,0,909,8,883,1,902,215,874,1
38,4,2025-09-20,Yukon,22,1,23,0,0,0,0,0,0,23,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38,4,2025-09-20,Northwest Territories,44,1,44,3,3,0,0,3,0,44,0,N/A,N/A,N/A,N/A,N/A,N/A,44,1,44,0,44,15,N/A,N/A
38,4,2025-09-20,Nunavut,94,2,94,0,0,0,0,0,0,94,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38,4,2025-09-20,Territories,160,4,161,3,3,0,0,3,0,161,0,N/A,N/A,N/A,N/A,N/A,N/A,44,1,44,0,44,15,N/A,N/A
38,4,2025-09-20,Canada,26970,2767,21173,114,41,24,37,107,7,20461,54,8780,18,6,18,9,112,8541,68,8733,24,9036,1783,8158,18
39,5,2025-09-27,Newfoundland and Labrador,363,52,291,1,0,0,1,1,0,291,2,291,1,2,0,6,0,291,3,291,1,291,46,291,2
39,5,2025-09-27,Prince Edward Island,70,14,14,1,0,0,1,1,0,14,0,8,1,0,0,0,0,8,1,8,0,8,3,8,0
39,5,2025-09-27,Nova Scotia,839,103,856,2,0,0,2,2,0,856,0,33,0,0,0,0,0,33,1,33,0,33,12,33,0
39,5,2025-09-27,New Brunswick,611,29,443,1,1,0,0,1,0,441,1,98,1,0,0,0,1,98,3,98,0,98,29,98,0
39,5,2025-09-27,Atlantic,1883,198,1604,5,1,0,4,5,0,1602,3,430,3,2,0,6,1,430,8,430,1,430,90,430,2
39,5,2025-09-27,Quebec,9483,1363,6453,24,0,0,19,19,5,5506,17,1075,6,3,4,4,0,1084,34,1075,4,1157,286,1070,2
39,5,2025-09-27,Ontario,8823,766,7802,32,5,8,18,31,1,7890,18,4579,0,0,0,0,85,4216,17,4521,19,4686,967,3908,11
39,5,2025-09-27,Manitoba,1167,132,1070,2,0,0,2,2,0,1070,1,90,2,0,0,0,0,90,0,90,0,90,35,90,0
39,5,2025-09-27,Saskatchewan,1036,93,1005,2,1,1,0,2,0,956,2,448,1,1,0,1,0,448,3,448,1,448,93,448,0
39,5,2025-09-27,Alberta,4060,238,1699,10,4,5,1,10,0,1629,7,1629,5,6,7,3,0,1629,6,1629,0,1627,388,1629,0
39,5,2025-09-27,Prairies,6263,463,3774,14,5,6,3,14,0,3655,10,2167,8,7,7,4,0,2167,9,2167,1,2165,516,2167,0
39,5,2025-09-27,British Columbia,2770,284,3079,53,29,5,3,53,0,3079,18,810,7,10,4,3,0,834,7,810,4,838,217,799,2
39,5,2025-09-27,Yukon,30,2,26,0,0,0,0,0,0,26,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39,5,2025-09-27,Northwest Territories,41,4,41,0,0,0,0,0,0,41,0,N/A,N/A,N/A,N/A,N/A,N/A,41,0,41,0,41,17,N/A,N/A
39,5,2025-09-27,Nunavut,71,5,71,1,0,0,1,1,0,71,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39,5,2025-09-27,Territories,142,11,138,1,0,0,1,1,0,138,0,N/A,N/A,N/A,N/A,N/A,N/A,41,0,41,0,41,17,N/A,N/A
39,5,2025-09-27,Canada,29364,3085,22850,129,40,19,48,123,6,21870,66,9061,24,22,15,17,86,8772,75,9044,29,9317,2093,8374,17
40,6,2025-10-04,Newfoundland and Labrador,444,73,401,0,0,0,0,0,0,401,3,401,0,2,2,1,0,401,7,401,1,401,60,401,3
40,6,2025-10-04,Prince Edward Island,132,27,60,0,0,0,0,0,0,60,0,13,0,0,0,0,0,13,0,13,0,13,7,13,0
40,6,2025-10-04,Nova Scotia,1083,140,1097,5,0,0,5,5,0,1097,0,40,3,1,0,0,0,40,0,40,0,40,15,40,0
40,6,2025-10-04,New Brunswick,626,34,481,2,1,0,1,2,0,479,2,83,1,1,0,0,1,83,2,83,0,83,33,83,0
40,6,2025-10-04,Atlantic,2285,274,2039,7,1,0,6,7,0,2037,5,537,4,4,2,1,1,537,9,537,1,537,115,537,3
40,6,2025-10-04,Quebec,9633,1201,6769,34,0,0,32,32,2,5874,23,1164,9,1,3,3,0,1176,27,1164,1,1265,285,1157,4
40,6,2025-10-04,Ontario,8656,584,7855,35,9,4,19,32,3,7963,27,4393,0,0,0,0,99,3995,20,4371,11,4509,870,3720,14
40,6,2025-10-04,Manitoba,1146,119,1069,2,1,0,1,2,0,1069,0,94,0,0,0,0,0,94,3,94,0,94,23,94,0
40,6,2025-10-04,Saskatchewan,1004,76,968,4,2,0,2,4,0,924,5,392,2,1,0,3,0,392,1,392,3,392,89,392,1
40,6,2025-10-04,Alberta,4178,207,2488,27,15,10,2,27,0,2385,8,1557,11,5,5,10,0,1557,4,1557,1,1557,371,1557,2
40,6,2025-10-04,Prairies,6328,402,4525,33,18,10,5,33,0,4378,13,2043,13,6,5,13,0,2043,8,2043,4,2043,483,2043,3
40,6,2025-10-04,British Columbia,2906,308,3180,48,30,6,2,48,0,3180,21,798,1,3,2,7,0,821,8,798,2,824,223,784,0
40,6,2025-10-04,Yukon,30,1,22,2,2,0,0,2,0,22,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40,6,2025-10-04,Northwest Territories,20,1,20,0,0,0,0,0,0,20,0,N/A,N/A,N/A,N/A,N/A,N/A,20,0,20,0,20,12,N/A,N/A
40,6,2025-10-04,Nunavut,156,3,152,0,0,0,0,0,0,152,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40,6,2025-10-04,Territories,206,5,194,2,2,0,0,2,0,194,0,N/A,N/A,N/A,N/A,N/A,N/A,20,0,20,0,20,12,N/A,N/A
40,6,2025-10-04,Canada,30014,2774,24562,159,60,20,64,154,5,23626,89,8935,27,14,12,24,100,8592,72,8933,19,9198,1988,8241,24
41,7,2025-10-11,Newfoundland and Labrador,385,56,341,0,0,0,0,0,0,341,1,341,0,2,2,4,0,341,1,341,5,341,64,341,2
41,7,2025-10-11,Prince Edward Island,152,23,95,1,0,0,1,1,0,95,2,6,0,0,0,0,0,6,0,6,0,6,3,6,0
41,7,2025-10-11,Nova Scotia,1117,157,1133,8,0,0,8,8,0,1133,1,34,0,0,0,0,0,34,2,34,0,34,10,34,0
41,7,2025-10-11,New Brunswick,684,40,515,2,0,0,2,2,0,516,4,94,0,0,0,1,0,94,4,94,0,94,33,94,0
41,7,2025-10-11,Atlantic,2338,276,2084,11,0,0,11,11,0,2085,8,475,0,2,2,5,0,475,7,475,5,475,110,475,2
41,7,2025-10-11,Quebec,9615,1073,6907,40,1,0,37,38,2,5922,27,1101,12,1,0,4,0,1110,36,1101,3,1174,265,1093,5
41,7,2025-10-11,Ontario,8661,528,7906,52,13,9,29,51,1,7986,37,3938,0,0,0,0,88,3546,22,3944,10,4042,577,3274,7
41,7,2025-10-11,Manitoba,1106,96,1017,1,1,0,0,1,0,1017,0,77,0,1,0,0,0,77,1,77,0,77,23,77,0
41,7,2025-10-11,Saskatchewan,1023,69,997,7,3,1,2,6,1,936,6,425,0,0,2,2,0,425,3,425,1,425,79,425,1
41,7,2025-10-11,Alberta,4085,191,3299,47,31,14,2,47,0,3136,19,1428,19,0,6,16,0,1428,12,1428,1,1428,265,1428,2
41,7,2025-10-11,Prairies,6214,356,5313,55,35,15,4,54,1,5089,25,1930,19,1,8,18,0,1930,16,1930,2,1930,367,1930,3
41,7,2025-10-11,British Columbia,3010,273,3317,56,37,4,3,55,1,3317,16,829,6,7,3,5,0,854,13,828,3,851,190,815,2
41,7,2025-10-11,Yukon,41,3,27,0,0,0,0,0,0,27,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41,7,2025-10-11,Northwest Territories,39,0,39,0,0,0,0,0,0,39,0,N/A,N/A,N/A,N/A,N/A,N/A,39,0,39,0,39,14,N/A,N/A
41,7,2025-10-11,Nunavut,97,1,97,0,0,0,0,0,0,97,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41,7,2025-10-11,Territories,177,4,163,0,0,0,0,0,0,163,0,N/A,N/A,N/A,N/A,N/A,N/A,39,0,39,0,39,14,N/A,N/A
41,7,2025-10-11,Canada,30015,2510,25690,214,86,28,84,209,5,24562,113,8273,37,11,13,32,88,7954,94,8317,23,8511,1523,7587,19
42,8,2025-10-18,Newfoundland and Labrador,418,44,327,0,0,0,0,0,0,327,0,327,1,1,1,2,0,327,2,327,2,327,31,327,4
42,8,2025-10-18,Prince Edward Island,144,10,95,1,0,0,1,1,0,95,0,6,0,0,0,0,0,6,1,6,0,6,3,6,0
42,8,2025-10-18,Nova Scotia,1146,162,1135,8,0,0,8,8,0,1135,2,31,0,0,0,1,0,31,1,31,1,31,7,31,0
42,8,2025-10-18,New Brunswick,630,44,472,3,1,0,2,3,0,470,1,118,1,0,0,0,1,118,4,118,0,118,39,118,1
42,8,2025-10-18,Atlantic,2338,260,2029,12,1,0,11,12,0,2027,3,482,2,1,1,3,1,482,8,482,3,482,80,482,5
42,8,2025-10-18,Quebec,9168,932,6810,67,0,0,65,65,2,5897,22,1065,9,0,4,5,0,1070,30,1065,1,1123,212,1065,2
42,8,2025-10-18,Ontario,8430,480,7596,40,10,6,21,37,3,7709,33,3793,0,0,0,0,111,3470,29,3760,7,3923,480,3150,11
42,8,2025-10-18,Manitoba,1022,94,961,0,0,0,0,0,0,961,0,84,1,1,0,0,0,84,0,84,0,84,24,84,0
42,8,2025-10-18,Saskatchewan,1023,58,1004,12,4,1,6,11,1,948,1,359,0,1,5,0,0,359,4,359,0,359,46,359,0
42,8,2025-10-18,Alberta,3879,179,3413,53,35,15,2,53,0,3334,17,1381,8,6,4,4,0,1381,4,1381,2,1381,270,1381,3
42,8,2025-10-18,Prairies,5924,331,5378,65,39,16,8,64,1,5243,18,1824,9,8,9,4,0,1824,8,1824,2,1824,340,1824,3
42,8,2025-10-18,British Columbia,3026,243,3357,77,33,18,3,76,1,3357,35,805,10,5,6,4,0,834,5,804,5,828,170,792,3
42,8,2025-10-18,Yukon,35,1,27,0,0,0,0,0,0,27,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42,8,2025-10-18,Northwest Territories,20,0,20,1,1,0,0,1,0,20,0,N/A,N/A,N/A,N/A,N/A,N/A,20,0,20,0,20,5,N/A,N/A
42,8,2025-10-18,Nunavut,73,7,71,0,0,0,0,0,0,71,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42,8,2025-10-18,Territories,128,8,118,1,1,0,0,1,0,118,0,N/A,N/A,N/A,N/A,N/A,N/A,20,0,20,0,20,5,N/A,N/A
42,8,2025-10-18,Canada,29014,2254,25288,262,84,40,108,255,7,24351,111,7969,30,14,20,16,112,7700,80,7955,18,8200,1287,7313,24
43,9,2025-10-25,Newfoundland and Labrador,349,29,304,2,0,0,2,2,0,304,0,304,0,5,1,3,0,304,3,304,2,304,36,304,1
